time,voltage,current,power,energy,frequency,pf
2025-09-03T21:03:44.184Z,220,21.666666666666668,4500,136.66666666666666,49.666666666666664,94.66666666666667
2025-09-03T21:05:46.533Z,210,25,4500,140,49,92
2025-09-04T01:26:25.594Z,150,40,6000,12,50,0.85
2025-09-04T01:27:25.595Z,150,40,6000,12,50,0.85
2025-09-04T01:28:25.595Z,150,40,6000,12,50,0.85
2025-09-04T02:35:21.537Z,150,40,6000,12,50,0.85
2025-09-04T02:56:13.487Z,150,40,6000,12,50,0.85
2025-09-04T03:30:43.454Z,0,0,0,0,0,0
2025-09-04T03:31:43.455Z,0,0,0,0,0,0
2025-09-04T03:32:43.455Z,0,0,0,0,0,0
2025-09-04T03:33:43.456Z,0,0,0,0,0,0
2025-09-04T03:34:43.457Z,0,0,0,0,0,0
2025-09-04T03:35:43.459Z,0,0,0,0,0,0
2025-09-04T04:49:34.431Z,0,0,0,0,0,0
2025-09-04T04:50:34.430Z,0,0,0,0,0,0
2025-09-04T04:52:44.929Z,0,0,0,0,0,0
2025-09-04T04:53:44.930Z,0,0,0,0,0,0
2025-09-04T06:09:19.743Z,0,0,0,0,0,0
2025-09-04T06:10:19.744Z,0,0,0,0,0,0
2025-09-04T06:11:19.745Z,0,0,0,0,0,0
2025-09-04T06:12:19.747Z,0,0,0,0,0,0
2025-09-04T06:13:19.748Z,0,0,0,0,0,0
2025-09-04T06:14:19.748Z,0,0,0,0,0,0
2025-09-04T06:15:19.750Z,0,0,0,0,0,0
2025-09-04T06:16:19.751Z,0,0,0,0,0,0
2025-09-04T06:17:19.753Z,0,0,0,0,0,0
2025-09-04T06:18:19.755Z,0,0,0,0,0,0
2025-09-04T06:19:19.757Z,0,0,0,0,0,0
2025-09-04T06:20:19.759Z,0,0,0,0,0,0
2025-09-04T06:21:19.760Z,0,0,0,0,0,0
2025-09-04T06:48:30.708Z,0,0,0,0,0,0
2025-09-04T06:49:30.708Z,0,0,0,0,0,0
2025-09-04T06:50:30.708Z,0,0,0,0,0,0
2025-09-04T06:51:30.709Z,0,0,0,0,0,0
2025-09-04T06:52:30.709Z,0,0,0,0,0,0
2025-09-04T06:53:30.739Z,0,0,0,0,0,0
2025-09-04T06:54:30.740Z,0,0,0,0,0,0
2025-09-04T06:55:30.741Z,0,0,0,0,0,0
2025-09-04T06:56:30.742Z,0,0,0,0,0,0
2025-09-04T06:57:30.743Z,0,0,0,0,0,0
2025-09-04T06:58:30.743Z,0,0,0,0,0,0
2025-09-04T06:59:30.744Z,0,0,0,0,0,0
2025-09-04T07:00:30.744Z,0,0,0,0,0,0
2025-09-04T07:01:30.746Z,0,0,0,0,0,0
2025-09-04T07:02:30.747Z,0,0,0,0,0,0
2025-09-04T07:03:30.748Z,0,0,0,0,0,0
2025-09-04T07:04:30.749Z,0,0,0,0,0,0
2025-09-04T07:05:30.749Z,0,0,0,0,0,0
2025-09-04T07:06:30.749Z,0,0,0,0,0,0
2025-09-04T07:07:30.751Z,0,0,0,0,0,0
2025-09-04T07:08:30.752Z,0,0,0,0,0,0
2025-09-04T07:09:30.752Z,20.454545454545453,1.5454545454545454,348.4848484848485,12.424242424242424,4.515151515151516,8.393939393939394
2025-09-04T07:10:30.752Z,65.11904761904762,5.238095238095238,1195.2380952380952,41.666666666666664,14.119047619047619,26.547619047619047
2025-09-04T07:11:30.753Z,0,0,0,0,0,0
2025-09-04T07:12:30.754Z,0,0,0,0,0,0
2025-09-04T07:36:58.254Z,0,0,0,0,0,0
2025-09-04T07:37:58.254Z,0,0,0,0,0,0
2025-09-04T07:38:58.255Z,0,0,0,0,0,0
2025-09-04T07:39:58.258Z,0,0,0,0,0,0
2025-09-04T07:40:58.259Z,0,0,0,0,0,0
2025-09-04T07:41:58.260Z,0,0,0,0,0,0
2025-09-04T07:42:58.262Z,0,0,0,0,0,0
2025-09-04T07:43:58.264Z,0,0,0,0,0,0
2025-09-04T07:48:58.273Z,0,0,0,0,0,0
2025-09-04T07:49:58.274Z,0,0,0,0,0,0
2025-09-04T07:50:58.277Z,0,0,0,0,0,0
2025-09-04T07:51:58.278Z,0,0,0,0,0,0
2025-09-04T07:52:58.279Z,0,0,0,0,0,0
2025-09-04T07:53:58.280Z,0,0,0,0,0,0
2025-09-04T07:54:58.281Z,0,0,0,0,0,0
2025-09-04T07:55:58.282Z,0,0,0,0,0,0
2025-09-04T07:56:58.283Z,0,0,0,0,0,0
2025-09-04T07:57:58.284Z,0,0,0,0,0,0
2025-09-04T07:58:58.285Z,0,0,0,0,0,0
2025-09-04T07:59:58.286Z,0,0,0,0,0,0
2025-09-04T08:00:58.289Z,0,0,0,0,0,0
2025-09-04T08:01:58.290Z,0,0,0,0,0,0
2025-09-04T08:02:58.290Z,0,0,0,0,0,0
2025-09-04T08:03:58.291Z,0,0,0,0,0,0
2025-09-04T08:04:58.291Z,0,0,0,0,0,0
2025-09-04T08:05:58.292Z,0,0,0,0,0,0
2025-09-04T08:06:58.328Z,0,0,0,0,0,0
2025-09-04T08:07:58.329Z,0,0,0,0,0,0
2025-09-04T08:08:58.330Z,0,0,0,0,0,0
2025-09-04T08:09:58.331Z,0,0,0,0,0,0
2025-09-04T08:12:03.842Z,0,0,0,0,0,0
2025-09-04T08:13:03.842Z,0,0,0,0,0,0
2025-09-04T08:14:03.843Z,0,0,0,0,0,0
2025-09-04T08:15:03.844Z,0,0,0,0,0,0
2025-09-04T08:16:03.845Z,0,0,0,0,0,0
2025-09-04T08:17:03.847Z,0,0,0,0,0,0
2025-09-04T08:18:03.849Z,0,0,0,0,0,0
2025-09-04T08:19:03.850Z,0,0,0,0,0,0
2025-09-04T08:20:03.851Z,0,0,0,0,0,0
2025-09-04T08:21:03.851Z,0,0,0,0,0,0
2025-09-04T08:22:03.868Z,0,0,0,0,0,0
2025-09-04T08:23:03.868Z,0,0,0,0,0,0
2025-09-04T08:24:03.870Z,0,0,0,0,0,0
2025-09-04T08:25:03.871Z,0,0,0,0,0,0
2025-09-04T08:26:03.872Z,0,0,0,0,0,0
2025-09-04T08:27:03.873Z,0,0,0,0,0,0
2025-09-04T08:28:03.873Z,0,0,0,0,0,0
2025-09-04T08:29:03.874Z,0,0,0,0,0,0
2025-09-04T08:30:03.874Z,0,0,0,0,0,0
2025-09-04T08:31:03.875Z,0,0,0,0,0,0
2025-09-04T08:32:03.876Z,0,0,0,0,0,0
2025-09-04T08:33:03.876Z,0,0,0,0,0,0
2025-09-04T08:34:03.877Z,0,0,0,0,0,0
2025-09-04T08:35:03.877Z,0,0,0,0,0,0
2025-09-04T08:36:03.877Z,0,0,0,0,0,0
2025-09-04T08:37:03.878Z,0,0,0,0,0,0
2025-09-04T08:44:54.828Z,0,0,0,0,0,0
2025-09-04T08:45:54.829Z,0,0,0,0,0,0
2025-09-04T08:46:54.829Z,0,0,0,0,0,0
2025-09-04T08:57:17.972Z,0,0,0,0,0,0
2025-09-04T08:58:17.973Z,0,0,0,0,0,0
2025-09-04T08:59:17.974Z,0,0,0,0,0,0
2025-09-04T09:00:17.975Z,0,0,0,0,0,0
2025-09-04T09:01:17.975Z,0,0,0,0,0,0
2025-09-04T09:02:17.974Z,0,0,0,0,0,0
2025-09-04T09:03:17.976Z,0,0,0,0,0,0
2025-09-04T09:04:17.976Z,0,0,0,0,0,0
2025-09-04T09:05:17.976Z,0,0,0,0,0,0
2025-09-04T09:24:11.334Z,0,0,0,0,0,0
2025-09-04T10:07:26.630Z,0,0,0,0,0,0
2025-09-04T10:51:26.999Z,220,15,3300,120,50,92
2025-09-04T10:52:26.999Z,220,15,3300,120,50,92
2025-09-04T10:54:27.000Z,220,15,3300,120,50,92
2025-09-04T10:58:27.003Z,220,15,3300,120,50,92
2025-09-04T11:01:27.129Z,220,15,3300,120,50,92
2025-09-04T11:02:27.129Z,220,15,3300,120,50,92
2025-09-04T11:03:27.130Z,220,15,3300,120,50,92
2025-09-04T11:04:27.130Z,220,15,3300,120,50,92
2025-09-04T11:06:27.131Z,220,15,3300,120,50,92
2025-09-04T11:07:27.131Z,220,15,3300,120,50,92
2025-09-04T11:08:27.133Z,220,15,3300,120,50,92
2025-09-04T11:10:22.468Z,146.66666666666666,10,2200,80,33.333333333333336,61.333333333333336
2025-09-04T11:12:22.467Z,220,15,3300,120,50,92
2025-09-04T11:14:22.468Z,220,15,3300,120,50,92
2025-09-04T11:19:22.471Z,220,15,3300,120,50,92
2025-09-04T11:37:22.487Z,220,15,3300,120,50,92
2025-09-04T11:39:22.490Z,220,15,3300,120,50,92
2025-09-04T11:40:22.490Z,225,17,3833.3333333333335,136.66666666666666,49.666666666666664,92.33333333333333
2025-09-04T11:41:22.491Z,225,16,3600,140,50,90
2025-09-04T11:42:22.492Z,225,17,3833.3333333333335,136.66666666666666,49.666666666666664,92.33333333333333
2025-09-04T11:43:22.494Z,225,16.6,3740,138,49.8,91.4
